3410114^^2020-09-27|Mwadui|Singida Black Stars|2 - 0^^6~H~G~<TBD>;37~H~G~Wallace Kiango
3410112^^2020-10-02|Dodoma Jiji FC|Ruvu Shooting|2 - 0^^29~H~G~Cleophace Mkandala;38~H~G~Jamal Mtegeta
3410110^^2020-10-03|Gwambina FC|Singida Black Stars|2 - 0^^33~H~G~Ibrahim Meshack;48~H~G~Ibrahim Meshack
3410111^^2020-10-03|Namungo FC|Mwadui|0 - 1^^7~A~G~Ismail Ally
3410106^^2020-10-04|Biashara Mara United|Mtibwa Sugar|1 - 0^^9~H~G~Kelvin Friday
3410105^^2020-10-04|Azam FC|Kagera Sugar|4 - 2^^6~H~G~Prince Dube;34~A~G~Charles Luhende;47~H~G~Aubrey Chirwa;51~A~G~Yusufu Mhilu;51~H~G~Richard Djodi;87~H~G~Prince Dube
3410104^^2020-10-05|Kinondoni MC|Polisi Tanzania FC|0 - 1^^89~A~G~Pius Buswita
3410116^^2020-10-14|JKT Tanzania|Ruvu Shooting|0 - 1^^83~A~G~David Richard
3410103^^2020-10-14|Biashara Mara United|Singida Black Stars|1 - 0^^87~H~G~Hamadi Tajiri
3410121^^2020-10-14|Namungo FC|Kagera Sugar|2 - 1^^19~A~G~Yusufu Mhilu;22~H~G~Hashim Manyanya;63~H~G~Blaise Bigirimana
3410117^^2020-10-15|Gwambina FC|Mtibwa Sugar|2 - 0^^20~H~PEN~Yusuph Dunia;88~H~G~Ibrahim Meshack
3410130^^2020-10-19|JKT Tanzania|Tanzania Prisons|1 - 1^^21~A~G~Jumanne Elifadhili;85~H~PEN~Jabir Aziz
3410120^^2020-10-19|Coastal Union|Biashara Mara United|3 - 0^^30~H~G~Hamad Majimengi;45~H~G~Razin Hafidh;61~H~G~Razin Hafidh
3410131^^2020-10-19|Mtibwa Sugar|Namungo FC|1 - 0^^76~H~PEN~Salum Kihimbwa
3410127^^2020-10-19|Polisi Tanzania FC|Gwambina FC|1 - 1^^65~A~G~<TBD>;86~H~G~<TBD>
3410118^^2020-10-20|Ruvu Shooting|Kinondoni MC|1 - 1^^26~A~G~Andrew Vincent;56~H~G~Shaban Msala
3410119^^2020-10-20|Singida Black Stars|Azam FC|0 - 2^^55~A~G~Ayubu Lyanga;83~A~G~Iddy Nado
3410126^^2020-10-20|Mwadui|Mbeya City|2 - 1^^12~H~G~Ismail Ally;65~A~G~Richardson Ngodya;67~H~G~Enrick Nkosi
3410125^^2020-10-22|Tanzania Prisons|Simba SC|1 - 0^^49~H~G~Samsoni Mbangula
3410133^^2020-10-24|Coastal Union|Gwambina FC|1 - 1^^2~H~G~Yusuph Soka;36~A~G~Ibrahim Meshack
3410146^^2020-10-24|Kagera Sugar|Mbeya City|1 - 2^^2~A~PEN~Abdulrazak Hamza;23~A~G~Siraji Juma;46~H~G~Erick Kyaruzi
3410144^^2020-10-25|Polisi Tanzania FC|Biashara Mara United|0 - 1^^53~A~G~<TBD>
3410142^^2020-10-25|Mwadui|JKT Tanzania|1 - 6^^23~A~G~Adam Adam;44~A~G~Daniel Lyanga;48~A~G~Adam Adam;52~A~G~Daniel Lyanga;62~H~G~Pastory Athanas;83~A~G~Adam Adam;90~A~G~Said Luyaya
3410132^^2020-10-26|Dodoma Jiji FC|Tanzania Prisons|0 - 1^^84~A~G~Ramadhani Ibata
3410140^^2020-10-30|Gwambina FC|Kinondoni MC|0 - 3^^43~A~G~<TBD>;87~A~G~Reliants Lusajo;90~A~G~<TBD>
3410148^^2020-10-30|Azam FC|JKT Tanzania|1 - 1^^44~A~G~Michael Aidan;77~H~G~Salum Abubakar
3410139^^2020-10-31|Tanzania Prisons|Polisi Tanzania FC|0 - 1^^53~A~PEN~Marcel Kaheza
3410138^^2020-10-31|Namungo FC|Dodoma Jiji FC|1 - 0^^66~H~G~Stephen Kwame
3410136^^2020-11-01|Kagera Sugar|Mtibwa Sugar|2 - 1^^43~A~G~Awadh Issa;67~H~G~Alan Mayanga;69~H~G~Yusufu Mhilu
3410135^^2020-11-01|Ruvu Shooting|Coastal Union|3 - 1^^3~A~G~Razin Hafidh;15~H~G~Banka likaisawazishia;41~H~G~Fully Maganga;82~H~G~Mfulebe Eradius
3410163^^2020-11-02|Mbeya City|Singida Black Stars|1 - 1^^14~A~G~Omary Mponda;57~H~G~<TBD>
3410158^^2020-11-03|Biashara Mara United|Kinondoni MC|1 - 1^^5~H~PEN~Lenny Kisu;57~A~PEN~Lusajo Mwaikenda
3410160^^2020-11-04|Mwadui|Ruvu Shooting|1 - 1^^21~H~G~<TBD>;65~A~G~<TBD>
3410162^^2020-11-05|Mbeya City|Polisi Tanzania FC|1 - 1^^7~H~G~Kibu Denis;45~A~G~Hassan Nassor
3410161^^2020-11-05|Mtibwa Sugar|Coastal Union|0 - 1^^56~A~G~Hamad Majimengi
3477412^^2020-11-05|Azam FC|Dodoma Jiji FC|3 - 0^^47~H~G~Aggrey Morris;58~H~G~Ayubu Lyanga;62~H~OG~Prince Dube
3410155^^2020-11-06|Tanzania Prisons|Singida Black Stars|1 - 0^^88~H~G~Marco Mhilu
3410175^^2020-11-20|Dodoma Jiji FC|Biashara Mara United|1 - 1^^62~A~PEN~Lenny Kisu;78~H~PEN~Khamis Mcha Khamis
3410169^^2020-11-21|Coastal Union|Simba SC|0 - 7^^8~A~G~Hassan Dilunga;24~A~G~John Bocco;29~A~G~John Bocco;38~A~G~John Bocco;45~A~G~Bernard Morrison;62~A~G~Clatous Chama;85~A~G~Clatous Chama
3410171^^2020-11-21|JKT Tanzania|Gwambina FC|0 - 2^^72~A~G~Ibrahim Meshack;84~A~G~Paul Nonga
3410167^^2020-11-22|Kagera Sugar|Mwadui|1 - 0^^63~H~G~Hassan Mwaterema
3410154^^2020-11-24|JKT Tanzania|Mbeya City|0 - 1^^69~A~G~Denis Kibu
3410153^^2020-11-24|Coastal Union|Singida Black Stars|1 - 0^^16~H~G~Salum Kihimbwa
3410164^^2020-11-24|Polisi Tanzania FC|Mtibwa Sugar|1 - 0^^2~H~G~Pato Ngonyani
3410150^^2020-11-25|Ruvu Shooting|Tanzania Prisons|1 - 0^^30~H~G~Mussa Abdulrahman
3410149^^2020-11-25|Mwadui|Gwambina FC|3 - 4^^4~A~G~Jimson Stephen;15~H~G~Herman Masenga;25~A~G~Jacob Massawe;39~H~G~Salumu Chubi;45~A~G~Ibrahim Meshack;62~H~G~Ismail Ally;66~A~G~Jacob Massawe
3478119^^2020-11-28|Dodoma Jiji FC|Singida Black Stars|3 - 0^^32~H~G~Seif Karihe;44~H~G~Augustino Nsata;55~H~G~Seif Karihe
3478108^^2020-11-28|Young Africans|JKT Tanzania|1 - 0^^32~H~G~Deus Kaseke
3478117^^2020-11-29|Tanzania Prisons|Mwadui|2 - 0^^21~H~G~Kris Moore;86~H~G~Gasper Mwaipasi
3478115^^2020-11-29|Polisi Tanzania FC|Coastal Union|1 - 1^^50~H~G~Iddy Majaliwa;73~A~G~Razin Hafidh
3478113^^2020-11-30|Biashara Mara United|Azam FC|1 - 1^^19~A~G~Ayubu Lyanga;57~H~G~Timothy Omwenga
3478112^^2020-12-04|Kinondoni MC|Dodoma Jiji FC|1 - 0^^58~H~G~Manou Mvuyekure
3478109^^2020-12-05|Tanzania Prisons|Kagera Sugar|0 - 1^^69~A~G~Hassan Mwaterema
3478121^^2020-12-06|Mtibwa Sugar|Mwadui|1 - 0^^7~H~G~Riphat Khamis
3478122^^2020-12-06|Singida Black Stars|JKT Tanzania|1 - 1^^46~H~G~Joseph Kinyozi;90~A~G~Hassan Wahabi
3478123^^2020-12-06|Young Africans|Ruvu Shooting|2 - 1^^31~H~G~Michael Sarpong;60~A~G~David Richard;66~H~OG~Cassian Ponera
3478125^^2020-12-09|Simba SC|Polisi Tanzania FC|2 - 0^^65~H~G~Clatous Chama;90~H~G~Clatous Chama
3478126^^2020-12-11|Mtibwa Sugar|Kinondoni MC|1 - 0^^21~H~G~Salum Khimbwa
3478131^^2020-12-12|Dodoma Jiji FC|Gwambina FC|1 - 0^^45~H~G~Seif Karihe
3478129^^2020-12-12|Mwadui|Young Africans|0 - 5^^6~A~G~Deus Kaseke;14~A~G~Yacouba Songne;49~A~G~Yacouba Songne;57~A~G~Tuisila Kisinda;70~A~G~Moro Lamine
3478127^^2020-12-13|JKT Tanzania|Biashara Mara United|2 - 0^^15~H~PEN~Adam Adam;16~H~G~Edward Songo
3478132^^2020-12-13|Mbeya City|Simba SC|0 - 1^^33~A~G~John Bocco
3478134^^2020-12-14|Singida Black Stars|Kagera Sugar|2 - 1^^37~H~G~Joseph Kinyozi;53~H~G~Rashid Ngoah Issa;59~A~G~Mohamed Sadat
3478133^^2020-12-14|Azam FC|Namungo FC|2 - 2^^19~H~G~Iddy Nado;24~A~G~Edward Manyama;73~H~G~Iddy Nado;90~A~G~Stephen Kwame
3478116^^2020-12-16|Simba SC|Kinondoni MC|1 - 0^^77~H~PEN~Meddie Kagere
3478135^^2020-12-18|Mwadui|Polisi Tanzania FC|1 - 1^^16~A~G~Saliboko Daluwesh;85~H~G~Salumu Chubi
3478136^^2020-12-18|Biashara Mara United|Mbeya City|3 - 0^^10~H~G~Christian Zigah;25~H~G~Christian Zigah;68~H~G~Derick Musa
3478148^^2020-12-18|Kagera Sugar|Coastal Union|3 - 1^^44~A~G~Abdul Suleiman;55~H~G~Nassoro Kapama;72~H~G~Charles Luhende;80~H~G~Nassoro Kapama
3478147^^2020-12-18|Azam FC|Ruvu Shooting|2 - 2^^33~H~G~Ayubu Lyanga;53~A~G~Emmanuel Martin;59~H~G~Mudathiri Yahya;69~A~G~Fully Maganga
3478146^^2020-12-19|Gwambina FC|Tanzania Prisons|1 - 1^^1~H~G~Paul Nonga;82~A~G~Marco Mhilu
3478145^^2020-12-19|Singida Black Stars|Kinondoni MC|1 - 0^^8~H~G~Joseph Kinyozi
3478161^^2020-12-22|Gwambina FC|Mbeya City|1 - 1^^33~A~G~Kibu Denis;90~H~G~Japhet Mayungu
3478139^^2020-12-22|Biashara Mara United|Tanzania Prisons|2 - 0^^55~H~G~Judika Deogratius;89~H~G~Kelvin Friday
3478137^^2020-12-22|Kagera Sugar|Polisi Tanzania FC|2 - 2^^11~H~G~Ally Nassoro;24~A~G~Daluwesh Saliboko;34~A~G~Tariq Seif;90~H~G~Peter Mwalyanzi
3478140^^2020-12-23|Singida Black Stars|Young Africans|0 - 3^^12~A~G~Deus Kaseke;49~A~G~Yacouba Songne;60~A~G~Feisal Abdallah
3478159^^2020-12-30|Simba SC|Singida Black Stars|4 - 0^^10~H~G~Mohamed Husseini;15~H~G~Meddie Kagere;40~H~G~Meddie Kagere;84~H~G~Chris Mugalu
3478156^^2020-12-31|Coastal Union|Namungo FC|1 - 1^^10~A~G~Iddi Kipagwile;75~H~G~Rashid Mohamed
3478157^^2020-12-31|Tanzania Prisons|Young Africans|1 - 1^^51~H~G~Jumanne Elifadhili;78~A~G~Saidi Ntibazonkiza
3478155^^2021-01-01|Mwadui|Dodoma Jiji FC|1 - 0^^87~H~G~Wallace Kiango
3478154^^2021-01-01|JKT Tanzania|Kagera Sugar|1 - 0^^54~H~G~Kelvin Nashon
3478153^^2021-01-02|Ruvu Shooting|Mtibwa Sugar|2 - 0^^80~H~OG~Baraka Majogoro;86~H~G~Frank Ikobela
3478141^^2021-02-07|Namungo FC|Ruvu Shooting|2 - 1^^63~H~G~Mohamed Jafari;89~A~G~Juma Nyoso;90~H~G~Reliants Lusajo
3478176^^2021-02-12|Tanzania Prisons|Kinondoni MC|2 - 1^^30~H~G~Jeremiah Juma;50~H~G~Jeremiah Juma;67~A~G~Israel Mwenda
3478174^^2021-02-12|Ruvu Shooting|Singida Black Stars|0 - 2^^23~A~G~Rashid Ngoah Issa;90~A~G~Rashid Ngoah Issa
3478173^^2021-02-13|Mwadui|Biashara Mara United|1 - 2^^85~H~OG~Abdumajid Mangalo;90~A~G~Yusuph Athuman;90~A~G~Gershon Kabeja
3478164^^2021-02-14|Dodoma Jiji FC|JKT Tanzania|2 - 1^^9~H~G~Khamis Mcha Khamis;52~A~G~Edson Katanga;81~H~G~Anuary Jabiri
3478168^^2021-02-16|Gwambina FC|Ruvu Shooting|0 - 1^^47~A~G~Frank Ikobela
3478165^^2021-02-16|Kinondoni MC|Mwadui|2 - 1^^12~H~PEN~Manou Mvuyekure;17~H~G~Charles Ilanfya;69~A~G~Dennis Richard
3478170^^2021-02-17|Dodoma Jiji FC|Coastal Union|2 - 1^^57~H~G~Anuary Jabiri;65~H~G~Jamal Mtegeta;83~A~G~Razin Hafidh
3478166^^2021-02-17|Mtibwa Sugar|Singida Black Stars|1 - 1^^13~A~G~Rashid Ngoah Issa;40~H~G~Kelvin Sabato
3478169^^2021-02-17|Young Africans|Kagera Sugar|3 - 3^^10~A~G~Peter Mwalyanzi;13~H~G~Tuisila Kisinda;23~A~G~Hassan Mwaterema;29~H~G~Deus Kaseke;45~A~G~Yusufu Mhilu;61~H~G~Mukoko Tonombe
3478190^^2021-02-18|JKT Tanzania|Polisi Tanzania FC|1 - 1^^45~H~PEN~Daniel Lyanga;68~A~PEN~Marcel Kaheza
3478177^^2021-02-18|Biashara Mara United|Simba SC|0 - 1^^22~A~G~Bernard Morrison
3478178^^2021-02-18|Azam FC|Mbeya City|2 - 1^^4~H~G~Iddy Nado;29~H~G~Prince Dube;69~A~G~David Mwasa
3478182^^2021-02-20|Kinondoni MC|Kagera Sugar|3 - 0^^16~H~G~Abdul Hassan;78~H~G~Hassan Kabunda;89~H~G~Hassan Kabunda
3478186^^2021-02-20|Singida Black Stars|Mwadui|3 - 2^^12~A~G~Issa Yasini;21~H~G~Andrew Simchimba;56~A~G~Dennis Richard;59~H~G~Aboud Omar;72~H~G~Aboud Omar
3478189^^2021-02-21|Biashara Mara United|Ruvu Shooting|3 - 0^^35~H~G~Christian Zigah;45~H~G~Lenny Kisu;65~H~G~Yusuph Athuman
3478188^^2021-02-21|JKT Tanzania|Coastal Union|2 - 0^^47~H~G~Mohamed Rashid;66~H~G~Daniel Lyanga
3478183^^2021-02-22|Dodoma Jiji FC|Polisi Tanzania FC|2 - 2^^28~A~G~Daluwesh Saliboko;45+1~H~G~Anuary Jabiri;72~A~G~Marcel Kaheza;74~H~G~Anuary Jabiri
3478192^^2021-03-03|Mwadui|Namungo FC|0 - 1^^62~A~G~Styve Nzigamasabo
3478200^^2021-03-03|Singida Black Stars|Gwambina FC|1 - 2^^18~A~G~Rajabu Athumani;74~A~G~Paul Nonga;90~H~G~Andrew Simchimba
3478201^^2021-03-03|Ruvu Shooting|Dodoma Jiji FC|0 - 2^^35~A~G~Salmin Hoza;73~A~G~Peter Mapunda
3478180^^2021-03-04|Tanzania Prisons|Mbeya City|1 - 1^^13~A~G~Richardson Ngodya;89~H~G~Jumanne Elifadhili
3478198^^2021-03-06|Kagera Sugar|Namungo FC|0 - 1^^68~A~G~Sixtus Sabilo
3478206^^2021-03-06|Ruvu Shooting|JKT Tanzania|3 - 0^^4~H~G~Fully Maganga;58~H~G~Frank Ikobela;88~H~G~Fully Maganga
3478194^^2021-03-07|Mtibwa Sugar|Gwambina FC|0 - 2^^24~A~G~Paul Nonga;70~A~G~Hamad Nassor
3478199^^2021-03-08|Singida Black Stars|Biashara Mara United|0 - 1^^8~A~G~Christian Zigah
3478205^^2021-03-09|Mbeya City|Dodoma Jiji FC|1 - 1^^22~A~G~Seif Karihe;60~H~G~Juma Liuzio
3478197^^2021-03-10|Simba SC|Tanzania Prisons|1 - 1^^55~A~G~Jeremiah Juma;90~H~G~Luis Miquissone
3478216^^2021-03-11|Kinondoni MC|Ruvu Shooting|1 - 0^^34~H~G~Lusajo Mwaikenda
3478215^^2021-03-11|Azam FC|Singida Black Stars|3 - 0^^8~H~G~Iddy Nado;51~H~G~Ayubu Lyanga;90~H~G~Iddy Nado
3478211^^2021-03-12|Mbeya City|Mwadui|1 - 0^^44~H~G~Juma Shemvuni
3478217^^2021-03-14|Tanzania Prisons|JKT Tanzania|1 - 0^^65~H~G~Samsoni Mbangula
3478232^^2021-04-08|Namungo FC|Singida Black Stars|1 - 1^^22~A~G~Raphael Loth;62~H~G~Ibrahim Ali
3478219^^2021-04-09|Biashara Mara United|Polisi Tanzania FC|1 - 1^^67~A~G~Gerald Mdamu;74~H~G~<TBD>
3478209^^2021-04-09|JKT Tanzania|Mwadui|3 - 1^^11~H~G~Daniel Lyanga;13~H~G~Daniel Lyanga;43~A~G~<TBD>;66~H~G~Edson Katanga
3478229^^2021-04-10|Tanzania Prisons|Dodoma Jiji FC|0 - 1^^54~A~G~Dickson Ambundo
3478231^^2021-04-10|Gwambina FC|Coastal Union|4 - 0^^8~H~G~Ibrahim Meshack;30~H~G~Paul Nonga;38~H~G~Rajab Athuman;75~H~G~Jimson Stephen
3478207^^2021-04-10|Young Africans|Kinondoni MC|1 - 1^^28~A~G~David Bryson;46~H~G~Yacouba Songne
3478214^^2021-04-13|Biashara Mara United|Coastal Union|0 - 1^^76~A~G~Issa Said
3478175^^2021-04-14|Simba SC|Mtibwa Sugar|5 - 0^^9~H~G~Clatous Chama;19~H~G~Larry Bwalya;42~H~G~Meddie Kagere;51~H~G~Meddie Kagere;68~H~G~Luis Miquissone
3478226^^2021-04-15|Singida Black Stars|Mbeya City|1 - 0^^74~H~G~Andrew Simchimba
3478228^^2021-04-16|Kinondoni MC|Gwambina FC|3 - 0^^50~H~G~Charles Ilanfya;61~H~G~Manou Mvuyekure;71~H~G~Ally Ramadhan
3478225^^2021-04-17|Coastal Union|Ruvu Shooting|2 - 1^^20~A~G~Fully Maganga;41~H~G~Rashid Mohamed;63~H~G~Ayoub Abdallah
3478223^^2021-04-17|Mtibwa Sugar|Kagera Sugar|1 - 1^^28~H~G~Japhary Kibaya;43~A~G~Yusufu Mhilu
3478222^^2021-04-18|Dodoma Jiji FC|Namungo FC|0 - 1^^10~A~G~Sixtus Sabilo
3478234^^2021-04-20|Kinondoni MC|Biashara Mara United|1 - 1^^44~A~G~Christian Zigah;48~H~G~Manou Mvuyekure
3478242^^2021-04-20|Coastal Union|Mtibwa Sugar|0 - 2^^20~A~G~Japhary Kibaya;30~A~G~Japhary Kibaya
3478245^^2021-04-20|Young Africans|Gwambina FC|3 - 1^^19~H~G~Ditram Nchimbi;49~A~G~Jimson Stephen;52~H~G~Bakari Nondo;90~H~G~Saidi Ntibazonkiza
3478244^^2021-04-21|Ruvu Shooting|Mwadui|5 - 1^^17~H~G~Edward Charles Manyama;38~H~G~Shaban Msala;48~H~G~David Uromi;57~A~G~Hashim Mohamed;76~H~G~Musa Abdalaman;82~H~G~Shaban Msala
3478239^^2021-04-21|Polisi Tanzania FC|Mbeya City|0 - 1^^52~A~G~Kibu Denis
3478243^^2021-04-22|Singida Black Stars|Tanzania Prisons|1 - 0^^5~H~G~Raphael Loth
3478187^^2021-04-24|Namungo FC|Mbeya City|0 - 1^^16~A~G~Juma Liuzio
3478248^^2021-04-25|Singida Black Stars|Coastal Union|3 - 0^^21~H~G~Andrew Simchimba;33~H~G~Andrew Simchimba;36~H~G~Raphael Loth
3478238^^2021-04-25|Tanzania Prisons|Ruvu Shooting|1 - 0^^51~H~G~Jeremiah Juma
3478247^^2021-04-27|Gwambina FC|Mwadui|1 - 2^^57~H~G~Ibrahim Meshack;83~A~G~Rashid Roshwa;87~A~G~Hashim Mohamed
3478237^^2021-04-27|Simba SC|Dodoma Jiji FC|3 - 1^^8~H~G~Chris Mugalu;29~A~G~Cleophace Mkandala;55~H~G~Luis Miquissone;68~H~G~Chris Mugalu
3478236^^2021-04-28|Mbeya City|JKT Tanzania|6 - 1^^7~A~G~Daniel Lyanga;18~H~G~Kibu Denis;45+1~H~G~David Mwasa;50~H~G~Richardson Ngodya;68~H~G~Juma Liuzio;88~H~G~Juma Liuzio;90+4~H~G~Pastory Athanas
3478241^^2021-05-05|JKT Tanzania|Namungo FC|1 - 0^^5~H~G~Daniel Mecha
3478260^^2021-05-11|Mwadui|Kagera Sugar|0 - 3^^45~A~G~Charles Luhende;68~A~G~Yusufu Mhilu;90~A~G~Erick Mwijage
3478212^^2021-05-12|Namungo FC|Mtibwa Sugar|1 - 0^^19~H~G~Ibrahimu Ali
3478253^^2021-05-12|Singida Black Stars|Polisi Tanzania FC|1 - 1^^32~H~G~Raphael Loth;35~A~G~Kassim Haruna
3478257^^2021-05-13|Mbeya City|Ruvu Shooting|2 - 0^^61~H~G~David Mwasa;63~H~G~Juma Liuzio
3478259^^2021-05-14|Gwambina FC|JKT Tanzania|0 - 1^^13~A~G~Edson Katanga
3478268^^2021-05-16|Coastal Union|Polisi Tanzania FC|0 - 1^^53~A~G~Cosmas Deusdedit
3478252^^2021-05-16|Biashara Mara United|Dodoma Jiji FC|1 - 1^^16~H~G~Lenny Kisu;47~A~G~Seif Karihe
3478273^^2021-05-17|Kagera Sugar|Ruvu Shooting|3 - 1^^14~H~G~Hassan Mwaterema;34~A~G~Mussa Said;40~H~G~Erick Mwijage;75~H~G~Ally Nassoro
3478262^^2021-05-20|Singida Black Stars|Dodoma Jiji FC|1 - 0^^20~H~G~Andrew Simchimba
3478114^^2021-05-26|Namungo FC|Gwambina FC|1 - 0^^90~H~G~Reliants Lusajo
3478143^^2021-05-29|Namungo FC|Simba SC|1 - 3^^21~H~G~Steve Nzigamasabo;78~A~G~Chris Mugalu;84~A~G~John Bocco;87~A~G~Bernard Morrison
3478167^^2021-06-02|Namungo FC|Tanzania Prisons|1 - 1^^72~A~G~Jeremiah Juma;80~H~G~Abeid Athumani Katonda
3478230^^2021-06-03|Ruvu Shooting|Simba SC|0 - 3^^17~A~G~John Bocco;61~A~G~Chris Mugalu;87~A~G~John Bocco
3478265^^2021-06-15|Biashara Mara United|Namungo FC|1 - 1^^2~A~G~Stephen Sey;3~H~G~Denis Nkane
3478263^^2021-06-16|JKT Tanzania|Singida Black Stars|2 - 0^^3~H~G~Madenge Ramadhani;7~H~G~Edson Katanga
3478278^^2021-06-16|Kagera Sugar|Tanzania Prisons|1 - 0^^44~H~G~Yusufu Mhilu
3478275^^2021-06-17|Mwadui|Mtibwa Sugar|1 - 3^^23~A~G~Salum Kihimbwa;56~H~G~Amri Msenda;78~A~G~Kelvin Sabato;90~A~G~George Makanga
3478277^^2021-06-17|Dodoma Jiji FC|Kinondoni MC|1 - 0^^45~H~G~Dickson Ambundo
3478281^^2021-06-22|Tanzania Prisons|Coastal Union|2 - 2^^19~H~G~Samsoni Mbangula;23~A~G~Abdul Sopu;36~H~G~Jeremiah Juma;85~A~G~Mudathir Said
3478279^^2021-06-22|Simba SC|Mbeya City|4 - 1^^31~H~G~Larry Bwalya;35~H~G~Luis Miquissone;47~H~G~John Bocco;51~A~G~Pastory Athanas;85~H~G~Clatous Chama
3478282^^2021-06-23|Gwambina FC|Dodoma Jiji FC|2 - 0^^9~H~G~Paul Nonga;45~H~G~Gustapha Lunkombi
3478286^^2021-06-24|Ruvu Shooting|Polisi Tanzania FC|1 - 1^^34~H~G~David Uromi;58~A~G~Tariq Seif
3478269^^2021-07-07|Kinondoni MC|Simba SC|0 - 2^^3~A~G~Chris Mugalu;44~A~G~Chris Mugalu
3478254^^2021-07-11|Simba SC|Coastal Union|2 - 0^^14~H~G~John Bocco;23~H~G~Chris Mugalu
3478302^^2021-07-15|Kinondoni MC|JKT Tanzania|5 - 2^^15~H~G~Sadala Lipangile;43~H~G~Sadala Lipangile;45~A~G~Daniel Lyanga;45~H~G~Charles Ilanfya;63~A~G~Ally Mwale;71~H~G~Charles Ilanfya;78~H~G~Cliff Buyoya
3478298^^2021-07-15|Ruvu Shooting|Namungo FC|2 - 1^^26~H~G~David Uromi;63~H~G~Fully Maganga;79~A~G~Reliants Lusajo
3478290^^2021-07-15|Tanzania Prisons|Biashara Mara United|1 - 1^^47~A~G~Christian Zigah;56~H~G~Mohamed Mkopi
3478299^^2021-07-15|Coastal Union|Mwadui|5 - 0^^12~H~G~Abdul Sopu;15~H~G~Issa Said;65~H~G~Razin Hafidh;80~H~G~Mudathir Said;90~H~G~Mudathir Said
3478289^^2021-07-15|Mbeya City|Gwambina FC|1 - 0^^73~H~G~Kibu Denis
3478297^^2021-07-15|Polisi Tanzania FC|Kagera Sugar|0 - 1^^46~A~G~Hassan Mwaterema
3478288^^2021-07-15|Young Africans|Singida Black Stars|2 - 0^^17~H~G~Feisal Salum;37~H~G~Feisal Salum
3478301^^2021-07-15|Azam FC|Simba SC|1 - 1^^43~H~G~Iddy Nado;84~A~G~Meddie Kagere
3531452^^2021-07-18|Coastal Union|Kagera Sugar|3 - 1^^1~H~G~Abdul Sopu;15~H~G~Albano Mtenje;19~A~G~Hassan Mwaterema;59~H~G~Abdul Sopu
3531448^^2021-07-18|JKT Tanzania|Mtibwa Sugar|2 - 1^^12~H~G~Edson Katanga;55~A~G~George Makanga;85~H~G~Shaban Mgandila
3531447^^2021-07-18|Kinondoni MC|Singida Black Stars|1 - 0^^81~H~G~Charles Ilanfya
3531446^^2021-07-18|Mbeya City|Biashara Mara United|4 - 0^^10~H~G~Siraji Juma;23~H~G~Juma Liuzio;46~H~G~Juma Liuzio;49~H~G~Juma Liuzio
3531453^^2021-07-18|Polisi Tanzania FC|Mwadui|1 - 0^^48~H~G~Jimmy Mwaisondola
3531445^^2021-07-18|Ruvu Shooting|Azam FC|0 - 1^^42~A~G~Mudathiri Yahya
