3725886^^2021-11-02|Young Africans|Ruvu Shooting|3 - 1^^8~A~G~Shaban Msala;32~H~G~Feisal Salum;48~H~G~Djuma Shabani;75~H~G~Mukoko Tonombe
3725887^^2021-11-02|Azam FC|Geita Gold FC|1 - 0^^80~H~G~Rodgers Kola
3725890^^2021-11-03|Simba SC|Namungo FC|1 - 0^^90+5~H~G~Meddie Kagere
3725891^^2021-11-19|Tanzania Prisons|Mbeya Kwanza FC|2 - 1^^26~A~OG~Vedastus Mwihambi;30~H~G~Dotto Shabani;89~H~G~Jeremiah Juma
3725892^^2021-11-19|Polisi Tanzania FC|Coastal Union|0 - 1^^46~A~G~Jacobs Mwamlangara Benedicto
3725893^^2021-11-19|Ruvu Shooting|Simba SC|1 - 3^^17~A~G~Meddie Kagere;36~A~G~Meddie Kagere;44~A~G~Denis Kibu;70~H~G~Elias Maguli
3725894^^2021-11-20|Mbeya City|Mtibwa Sugar|3 - 1^^45~H~G~Juma Liuzio;60~H~G~Juma Shemvuni;82~A~G~Salum Kihimbwa;85~H~G~Seleman Ibrahim
3725896^^2021-11-20|Kagera Sugar|Geita Gold FC|1 - 2^^1~A~G~George Mpole;11~H~G~Mbaraka Abeid;34~A~G~George Mpole
3725895^^2021-11-20|Namungo FC|Young Africans|1 - 1^^52~H~G~Aubrey Chirwa;80~A~G~Saidi Ntibazonkiza
3725897^^2021-11-21|Kinondoni MC|Azam FC|2 - 1^^12~H~G~Mateo Simon;43~A~G~Charles Zulu;89~H~G~Hassan Kabunda
3725898^^2021-11-21|Dodoma Jiji FC|Biashara Mara United|1 - 1^^32~H~G~Cleophace Mkandala;63~A~G~Deogratias Mafie
3725899^^2021-11-26|Ruvu Shooting|Kagera Sugar|2 - 1^^7~A~G~Ally Nassoro;30~H~G~Zuberi Dabi;84~H~G~Rashid Mtabwigwa
3725900^^2021-11-27|Mbeya City|Kinondoni MC|2 - 2^^4~H~G~Paul Nonga;17~A~G~Mateo Simon;66~H~G~Richardson Ngodya;87~A~G~Mohamed Samata
3725901^^2021-11-27|Tanzania Prisons|Namungo FC|3 - 1^^3~H~G~Jeremiah Juma;10~H~G~Jeremiah Juma;26~H~G~Jeremiah Juma;69~A~G~Blaise Bigirimana
3725903^^2021-11-30|Biashara Mara United|Polisi Tanzania FC|1 - 1^^46~A~G~Adam Adam;58~H~G~Seleman Chombo
3725904^^2021-11-30|Mbeya Kwanza FC|Young Africans|0 - 2^^18~A~G~Saidi Ntibazonkiza;25~A~G~Fiston Mayele
3725905^^2021-11-30|Azam FC|Mtibwa Sugar|1 - 0^^52~H~G~Idris Mbombo
3725906^^2021-12-01|Simba SC|Geita Gold FC|2 - 1^^9~H~G~Peter Banda;57~H~G~Mzamiru Yassin;67~A~G~Juma Mahadhi
3725908^^2021-12-03|Ruvu Shooting|Namungo FC|1 - 2^^36~A~G~Reliants Lusajo;46~H~G~Rashid Mtabwigwa;58~A~G~Jacob Masawe
3725909^^2021-12-04|Polisi Tanzania FC|Tanzania Prisons|1 - 0^^90+4~H~G~Tariq Simba
3725911^^2021-12-05|Coastal Union|Mbeya Kwanza FC|2 - 1^^2~H~G~Abdul Sopu;48~A~G~Never Tigere;76~H~G~Amani Kyata
3725910^^2021-12-05|Kinondoni MC|Geita Gold FC|2 - 0^^38~H~G~Abdulrazak Hamza;58~H~G~Mateo Simon
3725912^^2021-12-06|Mbeya City|Dodoma Jiji FC|2 - 0^^42~H~OG~Hussein Masalanga;87~H~G~Paul Nonga
3725913^^2021-12-12|Mtibwa Sugar|Biashara Mara United|2 - 0^^13~H~PEN~Steve Nzigamasabo;75~H~G~Said Ndemla
3725916^^2021-12-17|Geita Gold FC|Ruvu Shooting|2 - 1^^4~H~G~Daniel Lyanga;45+3~A~G~Rashid Mtabwigwa;90+1~H~G~George Mpole
3725917^^2021-12-17|Mbeya Kwanza FC|Namungo FC|0 - 1^^9~A~G~Reliants Lusajo
3725918^^2021-12-17|Dodoma Jiji FC|Polisi Tanzania FC|1 - 1^^25~A~OG~Augustino Nsata;61~H~G~Anuary Jabiri
3725921^^2021-12-18|Azam FC|Mbeya City|2 - 2^^13~H~G~Bruce Kangwa;28~A~G~Juma Liuzio;65~A~G~Richardson Ngodya;73~H~G~Never Tigere
3725922^^2021-12-19|Tanzania Prisons|Young Africans|1 - 2^^12~H~G~Samsoni Mbangula;23~A~G~Feisal Salum;44~A~G~Khalid Aucho
3725923^^2021-12-20|Biashara Mara United|Coastal Union|0 - 1^^37~A~G~Haji Ugando
3725924^^2021-12-21|Mtibwa Sugar|Polisi Tanzania FC|1 - 1^^13~A~G~Vitalis Mayanga;55~H~OG~Mohamed Mmanga
3725926^^2021-12-22|Kagera Sugar|Mbeya Kwanza FC|0 - 2^^36~A~G~Never Tigere;85~A~G~Oscar Mwansanga
3725925^^2021-12-22|Namungo FC|Dodoma Jiji FC|1 - 2^^18~A~G~Anuary Jabiri;26~H~G~Blaise Bigirimana;73~A~G~Emmanuel Martin
3725927^^2021-12-23|Geita Gold FC|Tanzania Prisons|1 - 0^^52~H~OG~Adilly Buha
3725928^^2021-12-23|Azam FC|Ruvu Shooting|4 - 1^^19~H~G~Never Tigere;42~H~G~Ismail Aziz;50~H~G~Charles Zulu;71~A~G~Mohamed Sadat;80~H~G~Tepsi Evans
3725930^^2021-12-24|Coastal Union|Mbeya City|3 - 2^^10~H~G~Abdul Sopu;32~A~G~Juma Liuzio;45+3~H~G~Haji Ugando;72~A~G~Richardson Ngodya;90+2~H~G~Abdul Sopu
3725929^^2021-12-24|Kinondoni MC|Simba SC|1 - 4^^11~A~G~Mohamed Husseini;13~A~G~Joash Onyango;40~H~G~Abdul Hassan;46~A~G~Denis Kibu;57~A~G~Denis Kibu
3725933^^2021-12-26|Kagera Sugar|Tanzania Prisons|0 - 1^^78~A~G~Marco Mhilu
3725931^^2021-12-26|Young Africans|Biashara Mara United|2 - 1^^2~A~G~Atupele Green;40~H~G~Fiston Mayele;78~H~G~Saidi Ntibazonkiza
3725934^^2021-12-27|Geita Gold FC|Mbeya Kwanza FC|1 - 1^^52~H~PEN~George Mpole;82~A~G~Habib Kyombo
3725937^^2021-12-28|Coastal Union|Mtibwa Sugar|0 - 1^^27~A~PEN~Salum Kihimbwa
3725936^^2021-12-28|Kinondoni MC|Ruvu Shooting|1 - 1^^22~A~G~Ally Kombo;90+2~H~G~Charles Ilanfya
3725938^^2021-12-30|Namungo FC|Biashara Mara United|1 - 1^^9~H~G~Reliants Lusajo;38~A~G~Denis Nkane
3725939^^2021-12-31|Young Africans|Dodoma Jiji FC|4 - 0^^41~H~G~Fiston Mayele;56~H~G~Jesus Moloko;70~H~G~Feisal Salum;81~H~G~Khalid Aucho
3725940^^2022-01-01|Simba SC|Azam FC|2 - 1^^67~H~G~Sadio Kanoute;71~H~G~Papa Sakho;79~A~G~Rodgers Kola
3725942^^2022-01-14|Ruvu Shooting|Mtibwa Sugar|1 - 1^^79~H~G~Abdul Sopu;83~A~G~Mohamed Kassim
3725943^^2022-01-15|Biashara Mara United|Kagera Sugar|3 - 3^^1~A~G~Meshack Abraham;33~A~G~Erick Mwijage;48~H~G~Collins Opare;80~H~G~Baron Oketch;84~H~G~Awio Ambrose;90+3~A~G~Charles Luhende
3725944^^2022-01-15|Dodoma Jiji FC|Geita Gold FC|1 - 1^^75~A~G~Daniel Lyanga;90~H~G~Waziri Shentembo
3725946^^2022-01-16|Coastal Union|Young Africans|0 - 2^^41~A~G~Fiston Mayele;90~A~G~Saidi Ntibazonkiza
3725945^^2022-01-16|Tanzania Prisons|Kinondoni MC|0 - 2^^20~A~G~Kelvin Kijili;88~A~G~Ally Juma
3725948^^2022-01-17|Mbeya City|Simba SC|1 - 0^^19~H~G~Paul Nonga
3725947^^2022-01-18|Mbeya Kwanza FC|Azam FC|0 - 1^^44~A~G~Rodgers Kola
3725949^^2022-01-20|Mbeya City|Ruvu Shooting|1 - 0^^53~H~G~Aziz Andabwile Mwambalaswa
3725950^^2022-01-21|Mbeya Kwanza FC|Kinondoni MC|1 - 1^^54~A~G~Mateo Simon;90+2~H~G~Habib Kyombo
3725951^^2022-01-21|Dodoma Jiji FC|Kagera Sugar|1 - 2^^30~A~G~Hassan Mwaterema;66~H~G~Issa Said;75~A~G~Hassan Mwaterema
3725952^^2022-01-22|Tanzania Prisons|Azam FC|0 - 4^^27~A~G~Tepsi Evans;67~A~G~Ismail Aziz;69~A~G~Ibrahim Hajibu;82~A~G~Charles Zulu
3725956^^2022-01-23|Coastal Union|Namungo FC|1 - 3^^37~A~G~Aubrey Chirwa;46~H~G~Haji Ugando;80~A~G~Reliants Lusajo;85~A~G~Reliants Lusajo
3725955^^2022-01-23|Polisi Tanzania FC|Young Africans|0 - 1^^64~A~G~Dickson Ambundo
3725920^^2022-01-26|Kagera Sugar|Simba SC|1 - 0^^72~H~G~Hamis Kiiza
3725960^^2022-02-03|Ruvu Shooting|Mbeya Kwanza FC|1 - 1^^35~H~G~Mohamed Sadat;50~A~G~Habib Kyombo
3725965^^2022-02-03|Simba SC|Tanzania Prisons|1 - 0^^68~H~G~Meddie Kagere
3725959^^2022-02-04|Azam FC|Dodoma Jiji FC|2 - 0^^4~H~G~Rodgers Kola;63~H~G~Idris Mbombo
3725961^^2022-02-05|Kagera Sugar|Coastal Union|2 - 1^^29~H~G~Erick Mwijage;54~A~G~Vicent Vicent;73~H~G~Erick Mwijage
3725957^^2022-02-05|Kinondoni MC|Biashara Mara United|1 - 1^^69~H~G~Hassan Kabunda;74~A~G~Collins Opare
3725963^^2022-02-06|Geita Gold FC|Polisi Tanzania FC|3 - 1^^20~H~G~Kelvin Nashon;24~H~G~George Mpole;46~H~G~Amos Kadikilo;70~A~G~Vitalis Mayanga
3725964^^2022-02-06|Namungo FC|Mtibwa Sugar|3 - 1^^17~H~G~Reliants Lusajo;33~H~G~Ibrahimu Ali;45+2~A~G~Brian Mululi Mayanja;52~H~G~Reliants Lusajo
3725971^^2022-02-06|Simba SC|Mbeya Kwanza FC|1 - 0^^80~H~G~Clatous Chama
3725967^^2022-02-19|Geita Gold FC|Coastal Union|2 - 0^^37~H~PEN~George Mpole;40~H~G~Daniel Lyanga
3725968^^2022-02-20|Tanzania Prisons|Ruvu Shooting|0 - 1^^43~A~G~Hamad Majimengi
3725969^^2022-02-20|Kinondoni MC|Dodoma Jiji FC|2 - 0^^68~H~G~Awesu Ally Awesu;90+2~H~G~Hassan Kabunda
3725970^^2022-02-21|Namungo FC|Mbeya City|2 - 0^^40~H~G~Lucas Almeida Kikoti;48~H~G~Reliants Lusajo
3725972^^2022-02-22|Biashara Mara United|Azam FC|2 - 0^^49~H~G~Collins Opare;90~H~G~James Wilson
3725973^^2022-02-23|Mtibwa Sugar|Young Africans|0 - 2^^45~A~G~Saidi Ntibazonkiza;67~A~G~Fiston Mayele
3725974^^2022-02-25|Geita Gold FC|Namungo FC|1 - 1^^73~H~G~George Mpole;83~A~G~Idd Kulachi
3725975^^2022-02-26|Mbeya Kwanza FC|Mtibwa Sugar|1 - 2^^37~A~G~Brian Mululi Mayanja;40~H~PEN~Habib Kyombo;74~A~G~Omary Sultan
3725976^^2022-02-26|Kinondoni MC|Polisi Tanzania FC|3 - 0^^15~H~G~Iddi Kipagwile;75~H~G~Manou Mvuyekure;88~H~G~Sadala Lipangile
3725977^^2022-02-27|Ruvu Shooting|Dodoma Jiji FC|1 - 1^^11~A~G~Junior Waziri;58~H~G~Mussa Abdulrahman
3725978^^2022-02-27|Tanzania Prisons|Mbeya City|1 - 1^^7~H~G~Adilly Buha;85~A~G~Juma Shemvuni
3725980^^2022-02-27|Young Africans|Kagera Sugar|3 - 0^^30~H~G~Fiston Mayele;51~H~G~Fiston Mayele;65~H~G~Saidi Ntibazonkiza
3725987^^2022-03-04|Kagera Sugar|Namungo FC|1 - 1^^21~H~G~Mbaraka Abeid;25~A~G~Emmanuel Charles
3725979^^2022-03-04|Simba SC|Biashara Mara United|3 - 0^^8~H~G~Papa Sakho;13~H~G~Mzamiru Yassin;19~H~G~Clatous Chama
3725988^^2022-03-05|Azam FC|Polisi Tanzania FC|0 - 1^^42~A~G~Kassim Haruna
3725986^^2022-03-06|Geita Gold FC|Young Africans|0 - 1^^1~A~G~Fiston Mayele
3725989^^2022-03-07|Kinondoni MC|Coastal Union|2 - 3^^22~A~G~Abdul Sopu;40~H~G~Manou Mvuyekure;47~H~G~Kenny Mwambungu;82~A~G~William Kisingi;90~A~G~Rashid Chambo
3725985^^2022-03-07|Simba SC|Dodoma Jiji FC|2 - 0^^57~H~PEN~Clatous Chama;74~H~G~Meddie Kagere
3725990^^2022-03-12|Mbeya City|Kagera Sugar|0 - 1^^19~A~G~Hassan Mwaterema
3725991^^2022-03-12|Coastal Union|Ruvu Shooting|1 - 3^^16~A~G~Pius Buswita;22~H~G~Vicent Vicent;30~A~G~Haruna Chanongo;78~A~G~Samson Joseph
3725992^^2022-03-13|Mtibwa Sugar|Geita Gold FC|2 - 0^^24~H~G~Steve Nzigamasabo;76~H~G~Brian Mululi Mayanja
3725993^^2022-03-13|Dodoma Jiji FC|Mbeya Kwanza FC|2 - 0^^25~H~G~Joram Mgeveke;48~H~G~Anuary Jabiri
3725994^^2022-03-15|Biashara Mara United|Tanzania Prisons|2 - 1^^26~H~G~Deogratias Mafie;34~H~G~Deogratias Mafie;68~A~G~Ezekia Mwashilindi
3725996^^2022-03-16|Namungo FC|Azam FC|1 - 2^^2~H~G~Mohammed Issa;22~A~G~Prince Dube;35~A~G~Ismail Aziz
3725997^^2022-03-19|Young Africans|Kinondoni MC|2 - 0^^45+2~H~G~Fiston Mayele;52~H~G~Djuma Shabani
3725998^^2022-04-01|Polisi Tanzania FC|Ruvu Shooting|1 - 1^^6~H~G~Tariq Seif;84~A~G~Samson Joseph
3726000^^2022-04-02|Mbeya City|Geita Gold FC|0 - 1^^14~A~G~George Mpole
3726001^^2022-04-03|Mtibwa Sugar|Kagera Sugar|1 - 1^^38~H~G~George Chota;69~A~G~Erick Mwijage
3725999^^2022-04-04|Tanzania Prisons|Dodoma Jiji FC|3 - 2^^7~A~G~Anuary Jabiri;19~H~G~Jumanne Elifadhili;32~A~G~Salmini Hoza;78~H~G~Benjamin Asukile;90+2~H~G~Benjamin Asukile
3726003^^2022-04-06|Biashara Mara United|Mbeya Kwanza FC|1 - 0^^17~H~G~Deogratias Mafie
3726004^^2022-04-06|Azam FC|Young Africans|1 - 2^^10~H~G~Rodgers Kola;17~A~G~Djuma Shabani;77~A~G~Fiston Mayele
3726005^^2022-04-07|Coastal Union|Simba SC|1 - 2^^39~A~G~Bernard Morrison;76~H~G~Victor Patrick Akpan;90+3~A~G~Meddie Kagere
3726006^^2022-04-16|Polisi Tanzania FC|Mbeya Kwanza FC|1 - 1^^23~A~G~Habib Kyombo;34~H~G~Kassim Haruna
3726008^^2022-04-17|Dodoma Jiji FC|Mtibwa Sugar|1 - 2^^10~A~G~Issa Rashid;25~A~G~Brian Mululi Mayanja;83~H~G~Khamis Mcha Khamis
3726010^^2022-04-18|Namungo FC|Ruvu Shooting|3 - 1^^10~H~G~David Molinga;34~H~G~Hashim Manyanya;64~A~G~Sadat Nanguo;88~H~G~Emmanuel Charles
3726009^^2022-04-18|Tanzania Prisons|Coastal Union|1 - 0^^7~H~G~Oscar Paulo
3726014^^2022-04-22|Mbeya Kwanza FC|Coastal Union|2 - 0^^26~H~G~Hamis Kanduru;89~H~G~Never Tigere
3726015^^2022-04-23|Geita Gold FC|Kinondoni MC|2 - 0^^48~H~G~Amos Kadikilo;75~H~G~George Mpole
3726016^^2022-04-23|Dodoma Jiji FC|Mbeya City|2 - 1^^2~H~G~Augustino Nsata;25~H~G~Seif Karihe;41~A~G~Samson Madeleke
3726027^^2022-04-23|Young Africans|Namungo FC|2 - 1^^17~H~G~Fiston Mayele;33~A~G~Shiza Kichuya;38~H~G~Feisal Salum
3726011^^2022-04-28|Mbeya City|Biashara Mara United|1 - 0^^23~H~G~Joseph Ssemujju
3726012^^2022-04-29|Geita Gold FC|Azam FC|2 - 2^^29~H~G~George Mpole;35~A~G~Ismail Aziz;81~H~G~Daniel Lyanga;88~A~OG~Chilo Mkama
3726017^^2022-05-01|Tanzania Prisons|Polisi Tanzania FC|1 - 0^^17~H~G~Jumanne Elfadhili Nimkaza
3726018^^2022-05-02|Biashara Mara United|Mtibwa Sugar|1 - 1^^44~H~G~Mpapi Salum;90+2~A~G~Steve Nzigamasabo
3726020^^2022-05-03|Namungo FC|Simba SC|2 - 2^^7~H~G~Jacob Masawe;42~A~G~Shomari Kapombe;60~H~G~Aubrey Chirwa;78~A~G~Denis Kibu
3726019^^2022-05-03|Kagera Sugar|Azam FC|1 - 0^^54~H~G~Charles Luhende
3726024^^2022-05-05|Mbeya Kwanza FC|Tanzania Prisons|1 - 0^^75~H~PEN~Minga Deogratius
3726026^^2022-05-05|Biashara Mara United|Dodoma Jiji FC|1 - 3^^16~A~PEN~Khamis Mcha Khamis;25~H~G~Omary Chibada;34~A~G~Khamis Mcha Khamis;47~A~G~Anuary Jabiri
3726022^^2022-05-07|Geita Gold FC|Kagera Sugar|1 - 0^^5~H~G~George Mpole
3726023^^2022-05-07|Mtibwa Sugar|Mbeya City|1 - 0^^16~H~G~Said Ndemla
3726029^^2022-05-07|Azam FC|Kinondoni MC|2 - 1^^2~H~G~Rodgers Kola;36~H~G~Rodgers Kola;48~A~G~Athuman Miraji
3726025^^2022-05-08|Coastal Union|Polisi Tanzania FC|1 - 0^^21~H~G~Abdul Sopu
3726028^^2022-05-08|Simba SC|Ruvu Shooting|4 - 1^^40~H~G~Denis Kibu;67~H~G~Larry Bwalya;82~H~G~John Bocco;83~A~G~Haruna Chanongo;85~H~G~Henoc Inonga Baka
3726035^^2022-05-10|Mbeya City|Azam FC|2 - 1^^51~H~G~Juma Shemvuni;83~H~G~Eliud Ambokile;87~A~G~Ayubu Lyanga
3726034^^2022-05-11|Coastal Union|Biashara Mara United|1 - 0^^57~H~G~Abdul Sopu
3726036^^2022-05-11|Simba SC|Kagera Sugar|2 - 0^^13~H~G~Denis Kibu;30~H~G~John Bocco
3726031^^2022-05-12|Kinondoni MC|Mtibwa Sugar|3 - 2^^14~A~G~George Makanga;20~H~G~Mateo Simon;43~A~PEN~Ismail Mwesa;72~H~G~Nusura Kessy;81~H~G~Mateo Simon
3726032^^2022-05-12|Ruvu Shooting|Geita Gold FC|2 - 1^^24~A~G~Often Chikola;53~H~G~Hamad Majimengi;87~H~G~Elias Maguli
3726061^^2022-05-15|Dodoma Jiji FC|Young Africans|0 - 2^^12~A~G~Dickson Ambundo;35~A~OG~Mohamed Yusuf
3726054^^2022-05-16|Ruvu Shooting|Kinondoni MC|1 - 1^^18~H~G~Fully Maganga;79~A~G~Awesu Ally Awesu
3726060^^2022-05-16|Tanzania Prisons|Kagera Sugar|0 - 1^^88~A~G~Charles Luhende
3726057^^2022-05-17|Mbeya Kwanza FC|Geita Gold FC|0 - 1^^11~A~G~George Mpole
3726058^^2022-05-17|Biashara Mara United|Namungo FC|1 - 2^^8~A~G~Shiza Kichuya;67~A~G~Shiza Kichuya;85~H~G~Awio Ambrose
3726059^^2022-05-18|Azam FC|Simba SC|1 - 1^^37~H~G~Rodgers Kola;45~A~G~John Bocco
3726038^^2022-05-19|Kinondoni MC|Mbeya City|3 - 0^^13~H~G~Awesu Ally Awesu;24~H~G~Matheo Anthony;59~H~G~Hassan Kabunda
3726041^^2022-05-20|Coastal Union|Dodoma Jiji FC|2 - 1^^7~H~G~Abdul Sopu;15~H~G~Abdul Sopu;23~A~G~Anuary Jabiri
3726040^^2022-05-20|Namungo FC|Tanzania Prisons|3 - 3^^5~H~G~Haruna Shamte;7~A~G~Ezekia Mwashilindi;55~A~G~Jumanne Elfadhili Nimkaza;64~H~OG~Jumanne Elfadhili Nimkaza;77~A~G~Moses Kitandu;86~H~G~Lucas Almeida Kikoti
3726044^^2022-05-20|Young Africans|Mbeya Kwanza FC|4 - 0^^34~H~G~Fiston Mayele;39~H~G~Saidi Ntibazonkiza;45~H~G~Dickson Ambundo;74~H~G~Heritier Makambo
3726039^^2022-05-21|Mtibwa Sugar|Azam FC|1 - 2^^19~A~G~Ayubu Lyanga;54~A~G~Ayubu Lyanga;78~H~G~Saidi Juma
3726045^^2022-05-22|Geita Gold FC|Simba SC|1 - 1^^20~H~G~George Mpole;27~A~G~Denis Kibu
3726049^^2022-05-23|Biashara Mara United|Young Africans|1 - 1^^75~A~G~Fiston Mayele;77~H~G~Collins Opare
3726046^^2022-05-23|Dodoma Jiji FC|Namungo FC|1 - 0^^23~H~G~Khamis Mcha Khamis
3726047^^2022-05-24|Mbeya City|Coastal Union|0 - 1^^50~A~G~Vincent Aboubakar
3726048^^2022-05-24|Ruvu Shooting|Azam FC|1 - 1^^82~H~G~Elias Maguli;89~A~G~Rodgers Kola
3726050^^2022-05-25|Mbeya Kwanza FC|Kagera Sugar|2 - 0^^51~H~G~Eleuter Mpepo;58~H~G~Jimmy Mwaisondola
3726051^^2022-05-25|Polisi Tanzania FC|Mtibwa Sugar|2 - 0^^43~H~PEN~Datius Peter;84~H~G~Tariq Simba
3726053^^2022-05-26|Tanzania Prisons|Geita Gold FC|1 - 1^^39~H~G~Jeremiah Juma;50~A~G~Daniel Lyanga
3726042^^2022-05-30|Polisi Tanzania FC|Biashara Mara United|2 - 0^^31~H~G~Cosmas Deusdedit;41~H~G~Tariq Seif
3726062^^2022-06-13|Mtibwa Sugar|Ruvu Shooting|3 - 1^^41~H~OG~Ally Kombo;56~H~G~Brian Mululi Mayanja;75~H~G~Brian Mululi Mayanja;86~A~G~Abdulswamad Kassim Ally
3726063^^2022-06-13|Geita Gold FC|Dodoma Jiji FC|2 - 0^^8~H~G~Edmund John;78~H~G~George Mpole
3726068^^2022-06-14|Kinondoni MC|Tanzania Prisons|1 - 1^^2~H~G~Mateo Simon;16~A~G~Jeremiah Juma
3726064^^2022-06-15|Azam FC|Mbeya Kwanza FC|2 - 0^^45~H~G~Shaban Chilunda;82~H~G~Idris Mbombo
3726067^^2022-06-15|Young Africans|Coastal Union|3 - 0^^34~H~G~Fiston Mayele;51~H~G~Chico Ushindi;67~H~G~Fiston Mayele
3726065^^2022-06-16|Namungo FC|Polisi Tanzania FC|1 - 2^^1~H~G~Idd Kulachi;32~A~G~Kassim Haruna;70~A~G~Yahya Mbegu
3726069^^2022-06-16|Simba SC|Mbeya City|3 - 0^^38~H~G~Papa Sakho;55~H~G~Papa Sakho;76~H~G~Peter Banda
3726074^^2022-06-18|Geita Gold FC|Biashara Mara United|2 - 0^^29~H~G~George Mpole;66~H~G~Edmund John
3726071^^2022-06-18|Kagera Sugar|Dodoma Jiji FC|1 - 1^^60~A~G~Waziri Shentembo;82~H~G~Abeid Athumani Katonda
3726073^^2022-06-19|Ruvu Shooting|Mbeya City|0 - 1^^67~A~G~Baraka Mwalubunju
3726052^^2022-06-19|Simba SC|Kinondoni MC|3 - 1^^41~A~G~Hassan Kabunda;51~H~G~Denis Kibu;62~H~G~Papa Sakho;65~H~G~Henoc Inonga Baka
3726070^^2022-06-20|Namungo FC|Coastal Union|0 - 1^^90~A~PEN~Hamza Moubarack
3726076^^2022-06-22|Kinondoni MC|Mbeya Kwanza FC|4 - 1^^24~H~OG~Geoffrey Muha;45~H~PEN~Mateo Simon;54~A~G~Habib Kyombo;58~H~OG~Geoffrey Muha;72~H~OG~Roland Msonjo
3726072^^2022-06-22|Young Africans|Polisi Tanzania FC|2 - 0^^12~H~G~Feisal Salum;17~H~G~Chico Ushindi
3726077^^2022-06-22|Azam FC|Tanzania Prisons|1 - 0^^21~H~G~Idris Mbombo
3726075^^2022-06-23|Simba SC|Mtibwa Sugar|2 - 0^^17~H~G~Papa Sakho;44~H~G~Peter Banda
3726082^^2022-06-25|Coastal Union|Kagera Sugar|0 - 1^^15~A~G~Charles Luhende
3726084^^2022-06-25|Polisi Tanzania FC|Geita Gold FC|0 - 1^^6~A~G~Raymond Masota
